Id,Question,Answer,Key-Words,Location,Target
1014,Kuyucak'tan Yeni Pazar'a giden son sefer saat kaçta?,Kuyucak'tan Yeni Pazar'a giden son seferimiz saat 18.30'da kalkmaktadır.,"kuyucak, yeni, pazar, son, sefer, saat",kuyucak,pazar
1015,Sultan Hisar'dan Yeni Pazar'a giden yedinci sefer saat kaçta?,Sultan Hisar'dan Yeni Pazar'a giden yedinci seferimiz saat 18.45'te kalkmaktadır.,"sultan, hisar, yeni, pazar, yedinci, sefer, saat",hisar,pazar
1016,Sultan Hisar'dan Yeni Pazar'a giden son sefer saat kaçta?,Sultan Hisar'dan Yeni Pazar'a giden son seferimiz saat 18.45'te kalkmaktadır.,"sultan, hisar, yeni, pazar, son, sefer, saat",hisar,pazar
1017,Nazilli'den Yeni Pazar'a giden yedinci sefer saat kaçta?,Nazilli'den Yeni Pazar'a giden yedinci seferimiz saat 19.30'da kalkmaktadır.,"nazilli, yeni, pazar, yedinci, sefer, saat",nazilli,pazar
1018,Nazilli'den Yeni Pazar'a giden son sefer saat kaçta?,Nazilli'den Yeni Pazar'a giden son seferimiz saat 19.30'da kalkmaktadır.,"nazilli, yeni, pazar, son, sefer, saat",nazilli,pazar
1019,Otogar'dan kalkan yedinci sefer saat kaçta?,Otogar'dan kalkan yedinci seferimiz saat 19.20'de kalkmaktadır.,"otogar, kalkan, yedinci, sefer, saat",,
1020,Otogar'dan kalkan son sefer saat kaçta?,Otogar'dan kalkan son seferimiz saat 19.20'de kalkmaktadır.,"otogar, kalkan, son, sefer, saat",,
1021,Adü'den kalkan yedinci sefer saat kaçta?,Adü'den kalkan yedinci seferimiz saat 19.20'de kalkmaktadır.,"adü, kalkan, yedinci, sefer, saat",,
1022,Adü'den kalkan son sefer saat kaçta?,Adü'den kalkan son seferimiz saat 19.20'de kalkmaktadır.,"adü, kalkan, son, sefer, saat",,
1023,Kuşadası'ndan kalkan yedinci sefer saat kaçta?,Kuşadası'ndan kalkan yedinci  seferimiz saat 19.50'de kalkmaktadır.,"kuşadası, kalkan, yedinci, sefer, saat",,
1024,Kuşadası'ndan kalkan son sefer saat kaçta?,Kuşadası'ndan kalkan son seferimiz saat 19.50'de kalkmaktadır.,"kuşadası, kalkan, son, sefer, saat",,
1025,Karpuzlu'dan kalkan yedinci sefer saat kaçta?,Karpuzlu'dan kalkan yedinci seferimiz saat 21.45'te kalkmaktadır.,"karpuzlu, kalkan, yedinci, sefer, saat",,
1026,Karpuzlu'dan kalkan son sefer saat kaçta?,Karpuzlu'dan kalkan son seferimiz saat 21.45'te kalkmaktadır.,"karpuzlu, kalkan, son, sefer, saat",,
1027,Çine'den kalkan yedinci sefer saat kaçta?,Çine'den kalkan yedinci seferimiz saat 21.25'te kalkmaktadır.,"çine, kalkan, yedinci, sefer, saat",,
1028,Çine'den kalkan son sefer saat kaçta?,Çine'den kalkan son seferimiz saat 21.25'te kalkmaktadır.,"çine, kalkan, son, sefer, saat",,
1029,Köşk'ten kalkan yedinci sefer saat kaçta?,Köşk'ten kalkan yedinci seferimiz saat 22.20'de kalkmaktadır.,"köşk, kalkan, yedinci, sefer, saat",,
1030,Köşk'ten kalkan son sefer saat kaçta?,Köşk'ten kalkan son seferimiz saat 22.20'de kalkmaktadır.,"köşk, kalkan, son, sefer, saat",,
1031,Karacasu'dan kalkan yedinci sefer saat kaçta?,Karacasu'dan kalkan yedinci seferimiz saat 19.50'de kalkmaktadır.,"karacasu, kalkan, yedinci, sefer, saat",,
1032,Karacasu'dan kalkan son sefer saat kaçta?,Karacasu'dan kalkan son seferimiz saat 19.50'de kalkmaktadır.,"karacasu, kalkan, son, sefer, saat",,
1033,Yeni Pazar'dan kalkan yedinci sefer saat kaçta?,Yeni Pazar'dan kalkan yedinci seferimiz saat 19.50'de kalkmaktadır.,"yeni, pazar, kalkan, yedinci, sefer, saat",,
1034,Yeni Pazar'dan kalkan son sefer saat kaçta?,Yeni Pazar'dan kalkan son seferimiz saat 19.50'de kalkmaktadır.,"yeni, pazar, kalkan, son, sefer, saat",,
1035,Otogar'dan kalkan ikinci sefer saat kaçta?,Otogar'dan kalkan ikinci seferimiz saat 09.50'de kalkmaktadır.,"otogar, kalkan, ikinci, sefer, saat",,
1036,Otogar'dan kalkan üçüncü sefer saat kaçta?,Otogar'dan kalkan üçüncü seferimiz saat 10.35'te kalkmaktadır.,"otogar, kalkan, üçüncü, sefer, saat",,
1037,Otogar'dan kalkan dördüncü sefer saat kaçta?,Otogar'dan kalkan dördüncü seferimiz saat 12.55'te kalkmaktadır.,"otogar, kalkan, dördüncü, sefer, saat",,
1038,Otogar'dan kalkan beşinci sefer saat kaçta?,Otogar'dan kalkan beşinci seferimiz saat 15.10'da kalkmaktadır.,"otogar, kalkan, beşinci, sefer, saat",,
1039,Otogar'dan kalkan altıncı sefer saat kaçta?,Otogar'dan kalkan altıncı seferimiz saat 17.40'ta kalkmaktadır.,"otogar, kalkan, altıncı, sefer, saat",,
1040,Adü'den kalkan ikinci sefer saat kaçta?,Adü'den kalkan ikinci seferimiz saat 09.50'de kalkmaktadır.,"adü, kalkan, ikinci, sefer, saat",,
1041,Adü'den kalkan üçüncü sefer saat kaçta?,Adü'den kalkan üçüncü seferimiz saat 10.40'ta kalkmaktadır.,"adü, kalkan, üçüncü, sefer, saat",,
1042,Adü'den kalkan dördüncü sefer saat kaçta?,Adü'den kalkan dördüncü seferimiz saat 12.55'te kalkmaktadır.,"adü, kalkan, dördüncü, sefer, saat",,
1043,Adü'den kalkan beşinci sefer saat kaçta?,Adü'den kalkan beşinci seferimiz saat 15.10'da kalkmaktadır.,"adü, kalkan, beşinci, sefer, saat",,
1044,Adü'den kalkan altıncı sefer saat kaçta?,Adü'den kalkan altıncı seferimiz saat 17.40'ta kalkmaktadır.,"adü, kalkan, altıncı, sefer, saat",,
1045,Kuşadası'ndan kalkan ikinci sefer saat kaçta?,Kuşadası'ndan kalkan ikinci seferimiz saat 10.20'de kalkmaktadır.,"kuşadası, kalkan, ikinci, sefer, saat",,
1046,Kuşadası'ndan kalkan üçüncü sefer saat kaçta?,Kuşadası'ndan kalkan üçüncü seferimiz saat 11.10'da kalkmaktadır.,"kuşadası, kalkan, üçüncü, sefer, saat",,
1047,Kuşadası'ndan kalkan dördüncü sefer saat kaçta?,Kuşadası'ndan kalkan dördüncü seferimiz saat 13.25'te kalkmaktadır.,"kuşadası, kalkan, dördüncü, sefer, saat",,
1048,Kuşadası'ndan kalkan beşinci sefer saat kaçta?,Kuşadası'ndan kalkan beşinci seferimiz saat 15.40'ta kalkmaktadır.,"kuşadası, kalkan, beşinci, sefer, saat",,
1049,Kuşadası'ndan kalkan altıncı sefer saat kaçta?,Kuşadası'ndan kalkan altıncı seferimiz saat 18.10'da kalkmaktadır.,"kuşadası, kalkan, altıncı, sefer, saat",,
1050,Karpuzlu'dan kalkan ikinci sefer saat kaçta?,Karpuzlu'dan kalkan ikinci seferimiz saat 12.00'da kalkmaktadır.,"karpuzlu, kalkan, ikinci, sefer, saat",,
1051,Karpuzlu'dan kalkan üçüncü sefer saat kaçta?,Karpuzlu'dan kalkan üçüncü seferimiz saat 13.05'te kalkmaktadır.,"karpuzlu, kalkan, üçüncü, sefer, saat",,
1052,Karpuzlu'dan kalkan dördüncü sefer saat kaçta?,Karpuzlu'dan kalkan dördüncü seferimiz saat 15.25'te kalkmaktadır.,"karpuzlu, kalkan, dördüncü, sefer, saat",,
1053,Karpuzlu'dan kalkan beşinci sefer saat kaçta?,Karpuzlu'dan kalkan beşinci seferimiz saat 18.40'ta kalkmaktadır.,"karpuzlu, kalkan, beşinci, sefer, saat",,
1054,Karpuzlu'dan kalkan altıncı sefer saat kaçta?,Karpuzlu'dan kalkan altıncı seferimiz saat 20.10'da kalkmaktadır.,"karpuzlu, kalkan, altıncı, sefer, saat",,
1055,Çine'den kalkan ikinci sefer saat kaçta?,Çine'den kalkan ikinci seferimiz saat 11.50'de kalkmaktadır.,"çine, kalkan, ikinci, sefer, saat",,
1056,Çine'den kalkan üçüncü sefer saat kaçta?,Çine'den kalkan üçüncü seferimiz saat 12.45'te kalkmaktadır.,"çine, kalkan, üçüncü, sefer, saat",,
1057,Çine'den kalkan dördüncü sefer saat kaçta?,Çine'den kalkan dördüncü seferimiz saat 15.55'te kalkmaktadır.,"çine, kalkan, dördüncü, sefer, saat",,
1058,Çine'den kalkan beşinci sefer saat kaçta?,Çine'den kalkan beşinci seferimiz saat 17.20'de kalkmaktadır.,"çine, kalkan, beşinci, sefer, saat",,
1059,Çine'den kalkan altıncı sefer saat kaçta?,Çine'den kalkan altıncı seferimiz saat 20.40'ta kalkmaktadır.,"çine, kalkan, altıncı, sefer, saat",,
1060,Köşk'ten kalkan ikinci sefer saat kaçta?,Köşk'ten kalkan ikinci seferimiz saat 12.55'te kalkmaktadır.,"köşk, kalkan, ikinci, sefer, saat",,
1061,Köşk'ten kalkan üçüncü sefer saat kaçta?,Köşk'ten kalkan üçüncü seferimiz saat 14.40'ta kalkmaktadır.,"köşk, kalkan, üçüncü, sefer, saat",,
1062,Köşk'ten kalkan dördüncü sefer saat kaçta?,Köşk'ten kalkan dördüncü seferimiz saat 15.55'te kalkmaktadır.,"köşk, kalkan, dördüncü, sefer, saat",,
1063,Köşk'ten kalkan beşinci sefer saat kaçta?,Köşk'ten kalkan beşinci seferimiz saat 18.10'da kalkmaktadır.,"köşk, kalkan, beşinci, sefer, saat",,
1064,Köşk'ten kalkan altıncı sefer saat kaçta?,Köşk'ten kalkan altıncı seferimiz saat 20.40'ta kalkmaktadır.,"köşk, kalkan, altıncı, sefer, saat",,
1065,Karacasu'dan kalkan ikinci sefer saat kaçta?,Karacasu'dan kalkan ikinci seferimiz saat 09.50'de kalkmaktadır.,"karacasu, kalkan, ikinci, sefer, saat",,
1066,Karacasu'dan kalkan üçüncü sefer saat kaçta?,Karacasu'dan kalkan üçüncü seferimiz saat 10.50'de kalkmaktadır.,"karacasu, kalkan, üçüncü, sefer, saat",,
1067,Karacasu'dan kalkan dördüncü sefer saat kaçta?,Karacasu'dan kalkan dördüncü seferimiz saat 13.50'de kalkmaktadır.,"karacasu, kalkan, dördüncü, sefer, saat",,
1068,Karacasu'dan kalkan beşinci sefer saat kaçta?,Karacasu'dan kalkan beşinci seferimiz saat 15.50'de kalkmaktadır.,"karacasu, kalkan, beşinci, sefer, saat",,
1069,Karacasu'dan kalkan altıncı sefer saat kaçta?,Karacasu'dan kalkan altıncı seferimiz saat 17.50'de kalkmaktadır.,"karacasu, kalkan, altıncı, sefer, saat",,
1070,Yeni Pazar'dan kalkan ikinci sefer saat kaçta?,Yeni Pazar'dan kalkan ikinci seferimiz saat 09.50'de kalkmaktadır.,"yeni, pazar, kalkan, ikinci, sefer, saat",,
1071,Yeni Pazar'dan kalkan üçüncü sefer saat kaçta?,Yeni Pazar'dan kalkan üçüncü seferimiz saat 10.50'de kalkmaktadır.,"yeni, pazar, kalkan, üçüncü, sefer, saat",,
1072,Yeni Pazar'dan kalkan dördüncü sefer saat kaçta?,Yeni Pazar'dan kalkan dördüncü seferimiz saat 13.50'de kalkmaktadır.,"yeni, pazar, kalkan, dördüncü, sefer, saat",,
1073,Yeni Pazar'dan kalkan beşinci sefer saat kaçta?,Yeni Pazar'dan kalkan beşinci seferimiz saat 15.50'de kalkmaktadır.,"yeni, pazar, kalkan, beşinci, sefer, saat",,
1074,Yeni Pazar'dan kalkan altıncı sefer saat kaçta?,Yeni Pazar'dan kalkan altıncı seferimiz saat 17.50'de kalkmaktadır.,"yeni, pazar, kalkan, altıncı, sefer, saat",,
1075,Adüden Otogara giden birinci sefer saat kaçta?,Adü'den Otogar'a giden birinci seferimiz saat 06.15'te kalkmaktadır.,"adü, otogar, birinci, sefer",adü,otogar
1076,Adüden Otogara giden ikinci sefer saat kaçta?,Adü'den Otogar'a giden ikinci seferimiz saat 09.00'da kalkmaktadır.,"adü, otogar, ikinci, sefer",adü,otogar
,Adüden Otogara giden üçüncü sefer saat kaçta?,Adü'den Otogar'a giden üçüncü seferimiz saat 09.45'te kalkmaktadır.,"adü, otogar, üçüncü, sefer",adü,otogar
,Adüden Otogara giden dördüncü sefer saat kaçta?,Adü'den Otogar'a giden dördüncü seferimiz saat 12.05'te kalkmaktadır.,"adü, otogar, dördüncü, sefer",adü,otogar
,Adüden Otogara giden beşinci sefer saat kaçta?,Adü'den Otogar'a giden beşinci seferimiz saat 14.20'de kalkmaktadır.,"adü, otogar, beşinci, sefer",adü,otogar
,Adüden Otogara giden altıncı sefer saat kaçta?,Adü'den Otogar'a giden altıncı seferimiz saat 16.50'de kalkmaktadır.,"adü, otogar, altıncı, sefer",adü,otogar
,Adüden Otogara giden yedinci sefer saat kaçta?,Adü'den Otogar'a giden yedinci seferimiz saat 18.30'da kalkmaktadır.,"adü, otogar, yedinci, sefer",adü,otogar
,Otogardan Adüye giden birinci sefer saat kaçta?,Otogar'dan Adü'ye giden birinci seferimiz saat 06.15'te kalkmaktadır.,"otogar, adü, birinci, sefer",otogar,adü
,Otogardan Adüye giden ikinci sefer saat kaçta?,Otogar'dan Adü'ye giden ikinci seferimiz saat 09.00'da kalkmaktadır.,"otogar, adü, ikinci, sefer",otogar,adü
,Otogardan Adüye giden üçüncü sefer saat kaçta?,Otogar'dan Adü'ye giden üçüncü seferimiz saat 09.45'te kalkmaktadır.,"otogar, adü, üçüncü, sefer",otogar,adü
,Otogardan Adüye giden dördüncü sefer saat kaçta?,Otogar'dan Adü'ye giden dördüncü seferimiz saat 12.05'te kalkmaktadır.,"otogar, adü, dördüncü, sefer",otogar,adü
,Otogardan Adüye giden beşinci sefer saat kaçta?,Otogar'dan Adü'ye giden beşinci seferimiz saat 14.20'de kalkmaktadır.,"otogar, adü, beşinci, sefer",otogar,adü
,Otogardan Adüye giden altıncı sefer saat kaçta?,Otogar'dan Adü'ye giden altıncı seferimiz saat 16.50'de kalkmaktadır.,"otogar, adü, altıncı, sefer",otogar,adü
,Otogardan Adüye giden yedinci sefer saat kaçta?,Otogar'dan Adü'ye giden yedinci seferimiz saat 19.20'de kalkmaktadır.,"otogar, adü, yedinci, sefer",otogar,adü
,Karpuzludan Kuşadasına giden birinci sefer saat kaçta?,Karpuzlu'dan Kuşadası'na giden birinci seferimiz saat 06.00'da kalkmaktadır.,"karpuzlu, kuşadası, birinci, sefer",karpuzlu,kuşadası
,Karpuzludan Kuşadasına giden ikinci sefer saat kaçta?,Karpuzlu'dan Kuşadası'na giden ikinci seferimiz saat 08.45'te kalkmaktadır.,"karpuzlu, kuşadası, ikinci, sefer",karpuzlu,kuşadası
,Karpuzludan Kuşadasına giden üçüncü sefer saat kaçta?,Karpuzlu'dan Kuşadası'na giden üçüncü seferimiz saat 09.30'da kalkmaktadır.,"karpuzlu, kuşadası, üçüncü, sefer",karpuzlu,kuşadası
,Karpuzludan Kuşadasına giden dördüncü sefer saat kaçta?,Karpuzlu'dan Kuşadası'na giden dördüncü seferimiz saat 11.50'de kalkmaktadır.,"karpuzlu, kuşadası, dördüncü, sefer",karpuzlu,kuşadası
,Karpuzludan Kuşadasına giden beşinci sefer saat kaçta?,Karpuzlu'dan Kuşadası'na giden beşinci seferimiz saat 14.05'te kalkmaktadır.,"karpuzlu, kuşadası, beşinci, sefer",karpuzlu,kuşadası
,Karpuzludan Kuşadasına giden altıncı sefer saat kaçta?,Karpuzlu'dan Kuşadası'na giden altıncı seferimiz saat 16.35'te kalkmaktadır.,"karpuzlu, kuşadası, altıncı, sefer",karpuzlu,kuşadası
,Karpuzludan Kuşadasına giden yedinci sefer saat kaçta?,Karpuzlu'dan Kuşadası'na giden yedinci seferimiz saat 18.15'te kalkmaktadır.,"karpuzlu, kuşadası, yedinci, sefer",karpuzlu,kuşadası
,Kuşadasından Karpuzluya giden birinci sefer saat kaçta?,Kuşadası'ndan Karpuzlu'ya giden birinci seferimiz saat 07.00'de kalkmaktadır.,"kuşadası, karpuzlu, birinci, sefer",kuşadası,karpuzlu
,Kuşadasından Karpuzluya giden ikinci sefer saat kaçta?,Kuşadası'ndan Karpuzlu'ya giden ikinci seferimiz saat 09.45'te kalkmaktadır.,"kuşadası, karpuzlu, ikinci, sefer",kuşadası,karpuzlu
,Kuşadasından Karpuzluya giden üçüncü sefer saat kaçta?,Kuşadası'ndan Karpuzlu'ya giden üçüncü seferimiz saat 10.30'da kalkmaktadır.,"kuşadası, karpuzlu, üçüncü, sefer",kuşadası,karpuzlu
,Kuşadasından Karpuzluya giden dördüncü sefer saat kaçta?,Kuşadası'ndan Karpuzlu'ya giden dördüncü seferimiz saat 12.50'de kalkmaktadır.,"kuşadası, karpuzlu, dördüncü, sefer",kuşadası,karpuzlu
,Kuşadasından Karpuzluya giden beşinci sefer saat kaçta?,Kuşadası'ndan Karpuzlu'ya giden beşinci seferimiz saat 15.05'te kalkmaktadır.,"kuşadası, karpuzlu, beşinci, sefer",kuşadası,karpuzlu
,Kuşadasından Karpuzluya giden altıncı sefer saat kaçta?,Kuşadası'ndan Karpuzlu'ya giden altıncı seferimiz saat 17.35'te kalkmaktadır.,"kuşadası, karpuzlu, altıncı, sefer",kuşadası,karpuzlu
,Kuşadasından Karpuzluya giden yedinci sefer saat kaçta?,Kuşadası'ndan Karpuzlu'ya giden yedinci seferimiz saat 19.15'te kalkmaktadır.,"kuşadası, karpuzlu, yedinci, sefer",kuşadası,karpuzlu
,Köşkten Çineye giden birinci sefer saat kaçta?,Köşk'ten Çine'ye giden birinci seferimiz saat 07.30'da kalkmaktadır.,"köşk, çine, birinci, sefer",köşk,çine
,Köşkten Çineye giden ikinci sefer saat kaçta?,Köşk'ten Çine'ye giden ikinci seferimiz saat 10.15'te kalkmaktadır.,"köşk, çine, ikinci, sefer",köşk,çine
,Köşkten Çineye giden üçüncü sefer saat kaçta?,Köşk'ten Çine'ye giden üçüncü sefer saat 11.00'de kalkmaktadır.,"köşk, çine, üçüncü, sefer",köşk,çine
,Köşkten Çineye giden dördüncü sefer saat kaçta?,Köşk'ten Çine'ye giden dördüncü seferimiz saat 13.20'de kalkmaktadır.,"köşk, çine, dördüncü, sefer",köşk,çine
,Köşkten Çineye giden beşinci sefer saat kaçta?,Köşk'ten Çine'ye giden beşinci seferimiz saat 15.35'te kalkmaktadır.,"köşk, çine, beşinci, sefer",köşk,çine
,Köşkten Çineye giden altıncı sefer saat kaçta?,Köşk'ten Çine'ye giden altıncı seferimiz saat 8.05'te kalkmaktadır.,"köşk, çine, altıncı, sefer",köşk,çine
,Köşkten Çineye giden yedinci sefer saat kaçta?,Köşk'ten Çine'ye giden yedinci seferimiz saat 19.45'te kalkmaktadır.,"köşk, çine, yedinci, sefer",köşk,çine
,Çineden Köşke giden birinci sefer saat kaçta?,Çine'den Köşk'e giden birinci seferimiz saat 08.30'da kalkmaktadır.,"çine, köşk, birinci, sefer",çine,köşk
,Çineden Köşke giden ikinci sefer saat kaçta?,Çine'den Köşk'e giden ikinci seferimiz saat 11.15'te kalkmaktadır.,"çine, köşk, ikinci, sefer",çine,köşk
,Çineden Köşke giden üçüncü sefer saat kaçta?,Çine'den Köşk'e giden üçüncü seferimiz saat 12.00'de kalkmaktadır.,"çine, köşk, üçüncü, sefer",çine,köşk
,Çineden Köşke giden dördüncü sefer saat kaçta?,Çine'den Köşk'e giden dördüncü seferimiz saat 14.20'de kalkmaktadır.,"çine, köşk, dördüncü, sefer",çine,köşk
,Çineden Köşke giden beşinci sefer saat kaçta?,Çine'den Köşk'e giden beşinci seferimiz saat 16.35'te kalkmaktadır.,"çine, köşk, beşinci, sefer",çine,köşk
,Çineden Köşke giden altıncı sefer saat kaçta?,Çine'den Köşk'e giden altıncı seferimiz saat 19.05'te kalkmaktadır.,"çine, köşk, altıncı, sefer",çine,köşk
,Çineden Köşke giden yedinci sefer saat kaçta?,Çine'den Köşk'e giden yedinci seferimiz saat 20.45'te kalkmaktadır.,"çine, köşk, yedinci, sefer",çine,köşk
,Yeni Pazardan Karacasuya giden birinci sefer saat kaçta?,Yeni Pazar'dan Karacasu'ya giden birinci seferimiz saat 07.20'de kalkmaktadır.,"yeni, pazar, karacasu, birinci, sefer",pazar,karacasu
,Yeni Pazardan Karacasuya giden ikinci sefer saat kaçta?,Yeni Pazar'dan Karacasu'ya giden ikinci seferimiz saat 08.20'de kalkmaktadır.,"yeni, pazar, karacasu, ikinci, sefer",pazar,karacasu
,Yeni Pazardan Karacasuya giden üçüncü sefer saat kaçta?,Yeni Pazar'dan Karacasu'ya giden üçüncü seferimiz saat 09.20'de kalkmaktadır.,"yeni, pazar, karacasu, üçüncü, sefer",pazar,karacasu
,Yeni Pazardan Karacasuya giden dördüncü sefer saat kaçta?,Yeni Pazar'dan Karacasu'ya giden dördüncü seferimiz saat 12.20'de kalkmaktadır.,"yeni, pazar, karacasu, dördüncü, sefer",pazar,karacasu
,Yeni Pazardan Karacasuya giden beşinci sefer saat kaçta?,Yeni Pazar'dan Karacasu'ya giden beşinci seferimiz saat 14.20'de kalkmaktadır.,"yeni, pazar, karacasu, beşinci, sefer",pazar,karacasu
,Yeni Pazardan Karacasuya giden altıncı sefer saat kaçta?,Yeni Pazar'dan Karacasu'ya giden altıncı seferimiz saat 16.20'de kalkmaktadır.,"yeni, pazar, karacasu, altıncı, sefer",pazar,karacasu
,Yeni Pazardan Karacasuya giden yedinci sefer saat kaçta?,Yeni Pazar'dan Karacasu'ya giden yedinci seferimiz saat 18.20'de kalkmaktadır.,"yeni, pazar, karacasu, yedinci, sefer",pazar,karacasu
,Karacasudan Yeni Pazara giden birinci sefer saat kaçta?,Karacasu'dan Yeni Pazar'a giden birinci seferimiz saat 07.20'de kalkmaktadır.,"karacasu, yeni, pazar, birinci, sefer",karacasu,pazar
,Karacasudan Yeni Pazara giden ikinci sefer saat kaçta?,Karacasu'dan Yeni Pazar'a giden ikinci seferimiz saat 08.20'de kalkmaktadır.,"karacasu, yeni, pazar, ikinci, sefer",karacasu,pazar
,Karacasudan Yeni Pazara giden üçüncü sefer saat kaçta?,Karacasu'dan Yeni Pazar'a giden üçüncü seferimiz saat 09.20'de kalkmaktadır.,"karacasu, yeni, pazar, üçüncü, sefer",karacasu,pazar
,Karacasudan Yeni Pazara giden dördüncü sefer saat kaçta?,Karacasu'dan Yeni Pazar'a giden dördüncü seferimiz saat 12.20'de kalkmaktadır.,"karacasu, yeni, pazar, dördüncü, sefer",karacasu,pazar
,Karacasudan Yeni Pazara giden beşinci sefer saat kaçta?,Karacasu'dan Yeni Pazar'a giden beşinci seferimiz saat 14.20'de kalkmaktadır.,"karacasu, yeni, pazar, beşinci, sefer",karacasu,pazar
,Karacasudan Yeni Pazara giden altıncı sefer saat kaçta?,Karacasu'dan Yeni Pazar'a giden altıncı seferimiz saat 16.20'de kalkmaktadır.,"karacasu, yeni, pazar, altıncı, sefer",karacasu,pazar
,Karacasudan Yeni Pazara giden yedinci sefer saat kaçta?,Karacasu'dan Yeni Pazar'a giden yedinci seferimiz saat 18.20'de kalkmaktadır.,"karacasu, yeni, pazar, yedinci, sefer",karacasu,pazar
,Karpuzludan Koçarlıya öğrenci ne kadar?,Karpuzlu'dan Koçarlı'ya öğrenci ücreti 2.80 TL'dir.,"karpuzlu, koçarlı, öğrenci",karpuzlu,koçarlı
,Karpuzludan İncirliovaya öğrenci ne kadar?,Karpuzlu'dan İncirliova'ya öğrenci ücreti 3.10 TL'dir.,"karpuzlu, incirliova, öğrenci",karpuzlu,incirliova
,Karpuzludan Sökeye öğrenci ne kadar?,Karpuzlu'dan Söke'ye öğrenci ücreti 3.40 TL'dir.,"karpuzlu, söke, öğrenci",karpuzlu,söke
,Karpuzludan Kuşadasına öğrenci ne kadar?,Karpuzlu'dan Kuşadası'na öğrenci ücreti 4.40 TL'dir.,"karpuzlu, kuşadası, öğrenci",karpuzlu,kuşadası
,Karpuzludan Koçarlıya tam ne kadar?,Karpuzlu'dan Koçarlı'ya tam yolcu ücreti 3.20 TL'dir.,"karpuzlu, koçarlı, tam",karpuzlu,koçarlı
,Karpuzludan İncirliovaya tam ne kadar?,Karpuzlu'dan İncirliova'ya tam yolcu ücreti 3.50 TL'dir.,"karpuzlu, incirliova, tam",karpuzlu,incirliova
,Karpuzludan Sökeye tam ne kadar?,Karpuzlu'dan Söke'ye tam yolcu ücreti 3.80 TL'dir.,"karpuzlu, söke, tam",karpuzlu,söke
,Karpuzludan Kuşadasına tam ne kadar?,Karpuzlu'dan Kuşadası'na tam yolcu ücreti 4.80 TL'dir.,"karpuzlu, kuşadası, tam",karpuzlu,kuşadası
,Koçarlıdan İncirliovaya öğrenci ne kadar?,Koçarlı'dan İncirliova'ya öğrenci ücreti 2.60 TL'dir.,"koçarlı, incirliova, öğrenci",koçarlı,incirliova
,Koçarlıdan Sökeye öğrenci ne kadar?,Koçarlı'dan Söke'ye öğrenci ücreti 2.90 TL'dir.,"koçarlı, söke, öğrenci",koçarlı,söke
,Koçarlıdan Kuşadasına öğrenci ne kadar?,Koçarlı'dan Kuşadası'na öğrenci ücreti 4.00 TL'dir.,"koçarlı, kuşadası, öğrenci",koçarlı,kuşadası
,Koçarlıdan İncirliovaya tam ne kadar?,Koçarlı'dan İncirliova'ya tam yolcu ücreti 3.00 TL'dir.,"koçarlı, incirliova, tam",koçarlı,incirliova
,Koçarlıdan Sökeye tam ne kadar?,Koçarlı'dan Söke'ye tam yolcu ücreti 3.30 TL'dir.,"koçarlı, söke, tam",koçarlı,söke
,Koçarlıdan Kuşadasına tam ne kadar?,Koçarlı'dan Kuşadası'na tam yolcu ücreti 4.40 TL'dir.,"koçarlı, kuşadası, tam",koçarlı,kuşadası
,İncirliovadan Sökeye öğrenci ne kadar?,İncirliova'dan Söke'ye öğrenci ücreti 2.50 TL'dir.,"incirliova, söke, öğrenci",incirliova,söke
,İncirliovadan Kuşadasına öğrenci ne kadar?,İncirliova'dan Kuşadası'na öğrenci ücreti 2.70 TL'dir.,"incirliova, kuşadası, öğrenci",incirliova,kuşadası
,İncirliovadan Sökeye tam ne kadar?,İncirliova'dan Söke'ye tam yolcu ücreti 2.90 TL'dir.,"incirliova, söke, tam",incirliova,söke
,İncirliovadan Kuşadasına tam ne kadar?,İncirliova'dan Kuşadası'na tam yolcu ücreti 3.10 TL'dir.,"incirliova, kuşadası, tam",incirliova,kuşadası
,Sökeden Kuşadasına öğrenci ne kadar?,Söke'den Kuşadası'na öğrenci ücreti 3.50 TL'dir,"söke, kuşadası, öğrenci",söke,kuşadası
,Sökeden Kuşadasına tam ne kadar?,Söke'den Kuşadası'na tam yolcu ücreti 3.90 TL'dir.,"söke, kuşadası, tam",söke,kuşadası
,Köşkten Germencike öğrenci ne kadar?,Köşk'ten Germencik'e öğrenci ücreti 2.60 TL'dir.,"köşk, germencik, öğrenci",köşk,germencik
,Köşkten Efelere öğrenci ne kadar?,Köşk'ten Efeler'e öğrenci ücreti 3.00 TL'dir.,"köşk, efeler, öğrenci",köşk,efeler
,Köşkten Bozdoğana öğrenci ne kadar?,Köşk'ten Bozdoğan'a öğrenci ücreti 3.30 TL'dir.,"köşk, bozdoğan, öğrenci",köşk,bozdoğan
,Köşkten Çineye öğrenci ne kadar?,Köşk'ten Çine'ye öğrenci ücreti 3.50 TL'dir.,"köşk, çine, öğrenci",köşk,çine
,Köşkten Germencike tam ne kadar?,Köşk'ten Germencik'e tam yolcu ücreti 3.00 TL'dir.,"köşk, germencik, tam",köşk,germencik
,Köşkten Efelere tam ne kadar?,Köşk'ten Efeler'e tam yolcu ücreti 3.40 TL'dir.,"köşk, efeler, tam",köşk,efeler
,Köşkten Bozdoğana tam ne kadar?,Köşk'ten Bozdoğan'a tam yolcu ücreti 3.70 TL'dir.,"köşk, bozdoğan, tam",köşk,bozdoğan
